,AAA_WB_ADM0_NA,SoL_20120119,SoL_20120401,SoL_20120701,SoL_20121001,SoL_20130101,SoL_20130401,SoL_20130701,SoL_20131001,SoL_20140101,SoL_20140401,SoL_20140701,SoL_20141001,SoL_20150101,SoL_20150401,SoL_20150701,SoL_20151001,SoL_20160101,SoL_20160401,SoL_20160701,SoL_20161001,SoL_20170101,SoL_20170401,SoL_20170701,SoL_20171001,SoL_20180101,SoL_20180401,SoL_20180701,SoL_20181001,SoL_20190101,SoL_20190401,SoL_20190701,SoL_20191001,SoL_20200101,SoL_20200401,SoL_20200701,SoL_20201001,SoL_20210101,SoL_20210401,SoL_20210701,SoL_20211001,SoL_20220101,SoL_20220401,SoL_20220701,SoL_20221001,SoL_20230101,SoL_20230401,SoL_20230701,SoL_20231001,SoL_20240101,SoL_20240401
100,Honduras,230695.981415987,347105.80542230606,221210.0321097374,270941.3683848381,186998.4011577368,349107.033285141,305186.8975021839,244457.55906009677,216159.40052223208,400348.7611875534,250268.0738284588,330470.5027127266,204648.9572287798,427704.54184150696,276649.5874385834,332730.9932155609,214840.30996012688,360268.09722065926,238449.6972568035,295550.9884786606,229509.6063377857,335346.45043325424,253260.77842879292,314448.4296300411,184155.99990171197,322209.91702127457,242611.6133506298,272958.65532016754,159124.2012629509,305394.9017317295,223545.5134562254,287560.0361714363,149479.737318635,371033.7489364147,231499.6404426098,281056.9667994976,184974.22978806496,296371.3265738487,268463.79124331474,292418.856249094,231519.11248254776,338659.00877809525,241630.8283071518,324667.3503065109,272329.2979106903,446878.3588981629,267577.6247267723,320620.57685375214,261797.8717021942,415426.176823616
101,"Hong Kong, SAR, China",88758.578125,66400.078125,26371.859375,96542.875,107361.0625,74139.8984375,97965.8203125,96638.8125,107227.3828125,86738.296875,92620.734375,98327.59375,105328.390625,99938.9375,81806.8515625,99184.328125,94778.8984375,64757.96875,85975.15625,89283.546875,102166.71875,95941.640625,97156.7109375,106081.03125,89431.8984375,80386.078125,105616.421875,107501.5859375,61205.69921875,76610.7734375,90414.3984375,108047.9453125,92260.015625,92869.40625,101471.234375,80735.65625,108996.6328125,75885.6015625,103999.8203125,88833.140625,90377.953125,109844.375,96801.984375,100781.515625,108334.3046875,70370.5703125,104972.3125,94151.21875,103246.265625,73392.9375
102,Howland Island (U.S.),0.9700000286102296,1.3799999952316284,0.6200000047683716,0.949999988079071,0.5399999618530273,1.7200000286102295,0.8100000023841858,1.0800000429153442,0.7599999904632568,1.309999942779541,0.5400000214576721,1.2100000381469729,0.3400000035762787,0.9800000190734864,0.8899999856948853,1.2899999618530271,0.0,1.409999966621399,0.4699999988079071,1.090000033378601,0.4699999988079071,1.4199999570846558,0.2599999904632568,1.069999933242798,0.5400000214576721,1.71999990940094,0.8899999856948853,0.8899999856948853,0.1400000005960464,1.6100000143051147,0.5800000429153442,0.2599999904632568,0.3199999928474426,1.2899999618530271,0.8300000429153442,1.2999999523162842,0.6699999570846558,1.600000023841858,0.5600000023841858,1.6299999952316284,0.7599999904632568,1.350000023841858,0.5699999928474426,1.4700000286102295,0.6100000143051147,1.9399999380111688,0.6100000143051147,1.6999999284744265,0.6499999761581421,1.579999923706055
103,Hungary,825326.0283203125,672617.228515625,690101.3076171875,654259.7705078125,828689.447265625,679878.794921875,654829.13671875,647189.4970703125,730087.2646484375,698149.9072265625,573752.51171875,705996.1455078125,748108.177734375,661964.5009765625,606644.5771484375,525786.927734375,882239.896484375,649008.4013671875,519318.0625,612011.412109375,890445.798828125,607174.333984375,599333.9736328125,684129.7724609375,652875.013671875,689721.7353515625,602685.0888671875,610015.1630859375,925532.36328125,669170.0380859375,624931.7177734375,665298.7958984375,445621.79296875,624535.880859375,720125.1357421875,605822.5732421875,859683.830078125,663665.4267578125,823249.7080078125,670787.5322265625,784538.9658203125,698710.58203125,800160.2900390625,584721.8984375,661676.6572265625,703214.6298828125,764206.111328125,668172.57421875,895205.16015625,713013.9560546875
104,Iceland,2030345.81640625,2086542.21875,-1.0,1391263.59375,1224487.8076171875,954627.1640625,-1.0,932969.072265625,1286061.9345703125,1215127.501953125,-1.0,4426199.974609375,2690747.201171875,3330033.99609375,-1.0,1205549.931640625,1287934.083984375,1597690.4619140625,-1.0,2805482.869140625,1114566.1884765625,3342426.4877929688,-1.0,1092899.3818359375,1305014.30078125,1117915.6572265625,-1.0,883583.7822265625,903236.3891601562,1968441.625,-1.0,1348793.818359375,1175779.3051757812,1908357.0078125,-1.0,1175084.794921875,1146414.85546875,857505.4619140625,-1.0,2112999.4814453125,1332861.26953125,2341553.708984375,-1.0,1652138.2626953125,1525331.8173828125,1271428.9111328125,-1.0,1605968.1979980469,819495.1181640625,1278013.544921875
105,India,13216595.082138062,15202389.409450533,5634670.749842048,13883810.234157562,11758851.454223633,14687124.150848389,5987010.190476418,13764359.338867188,12084378.038135529,16279629.842170715,10566104.800624847,16421708.122383118,12942170.69133377,17136085.918952942,11167497.888973236,14806331.51701355,13073553.46282959,14845873.438220978,9049882.070903778,16462205.484539032,13778400.75547409,15985534.303455353,9631325.10935974,17188801.284648895,12942835.319602966,17136945.506721497,8243178.258806765,14976848.821025848,13915208.521202087,16332964.756404877,8910960.943000793,16142740.729423525,11661205.571891785,17158677.834766388,11771560.891570091,14576896.162017822,13838726.471466064,18702529.64993286,13674824.353538511,16694359.848175049,15512578.872283936,19388236.94696808,9298707.72529316,19488347.584350582,17316861.092674255,21953577.75054932,12295051.086833,20745353.88805389,17307075.693084717,23198986.035446167
106,Indonesia,1710866.025641441,2848000.498352051,3082233.863893509,2444947.489977241,1184881.2211501598,2354612.5270973444,3045323.84727931,2886641.0411434174,2162664.0945312977,3915165.811193466,2942732.766036988,3872697.8436205983,3064305.279067993,4014046.952255249,4362585.97240448,4442576.880249023,2751467.071105957,5029030.520195007,3944307.107635498,1906049.5765912533,971165.387910366,4314316.05438751,2715589.8784332275,3561796.8291625977,867750.3081129193,4263752.90171957,4135071.396728516,3203852.6880152225,2408862.0720653534,3881967.57068634,3313990.436859131,3732412.4868736262,2426736.943704605,4944638.928115845,3789698.5939445496,3404989.788767904,1656417.9621940851,5627747.206832886,4498357.598510742,4559399.298217773,2627250.4151411057,5411331.69720459,4309646.6875844,3116274.1315417886,1216085.5287411958,5820394.843616486,4992656.391662598,5054398.98608917,1715839.5009686947,5212823.178676605
107,Iraq,4785910.377441406,5848161.328125,6419630.4375,6321906.112060547,4889441.677246094,6238559.408203125,6130559.099121094,5928542.506347656,5232919.671875,6142378.869873047,5376037.043701172,6406438.819580078,5508256.484130859,7064062.807617188,7416564.381591797,7531344.049804687,6546536.272949219,7853031.913574219,7073550.680175781,7936552.078857422,6764897.297241211,7146347.370849609,7462225.143554687,8674928.105957031,6872324.227661133,7488722.601318359,7750349.067871094,7517074.609619141,5686979.846923828,8280560.702148437,8287473.998046875,7779859.460449219,7196157.777832031,7725256.088378906,6794093.1787109375,8405256.54296875,6176807.886474609,7753296.061035156,7602548.3974609375,8428748.4765625,6488664.8046875,7929546.479003906,8820516.131835938,8835366.790527344,7334825.663574219,8840334.574707031,8790181.375976562,9709961.065429688,8800110.657958984,9522835.126464844
108,Ireland,604581.0331445336,650272.8503906131,736719.3539843559,587893.9716210961,590386.8525976539,622758.7427734435,934930.8399609328,506635.9076171816,568892.3705273569,590920.8105859458,838760.9135937691,620331.8402538896,722328.1298437715,626987.214628905,691074.1773828268,501906.53589843214,614525.5302538872,612584.3117187619,831228.0203906298,550797.441269517,432601.5501367152,508250.0429101586,645792.6190625131,504908.3162499964,523774.2594335973,495608.306250006,796994.4123046994,506983.6237695217,463812.92013672,527074.132207036,752749.2749609351,492583.632207036,360604.3683398441,416419.6810156256,790755.8324218988,493468.81414061785,507282.4512695372,479298.6329101622,904686.8552343844,438391.9035156369,567043.0820507705,514670.7351757884,1042377.1175781488,519108.80224609375,529115.752089858,493126.3688085973,813990.9046093822,582942.9339452982,566173.7005273402,551999.040058583
109,Islamic Republic of Iran,10586739.782470703,9761387.68347168,8666568.151245117,10060334.988891602,8972414.113769531,8848771.627990723,8117287.600830078,9580528.351501465,7992367.452270508,9045457.8538208,8606435.791015625,10052840.624023438,8174529.06237793,9802904.777832031,8691642.604492188,9348337.583557129,8104794.506958008,9015202.393981934,9700553.249084473,11563434.805358889,10669419.291015623,10307528.582519531,11075110.532714844,12649922.63708496,9992853.915893557,10170637.510742188,11160413.23602295,10233354.35949707,8119206.186096191,9845406.69177246,9156442.62072754,9791502.605407717,8516082.962219238,8946358.217285156,9435008.632141111,10369485.97644043,10104056.20263672,10616864.59020996,10892271.829223633,11219765.615722656,10293852.282104492,11619775.017456057,10797592.955810549,11640745.931396484,11364429.333862305,13447533.120117188,12746082.771850586,13648316.919189451,13360551.813232422,13868690.92944336
110,Isle of Man (U.K.),5239.269821166992,5429.719955444336,6212.189966201782,4868.91986656189,5311.209961891174,4720.6400146484375,9474.51990890503,4309.409845352173,4236.290016174316,3792.449943542481,6840.239908218384,4989.460008621216,5682.829986572266,5241.449966430664,6749.660078048706,3763.240173339844,4694.899980545044,5893.029993057251,8066.470050811768,3910.309980392456,2976.249933242798,3808.4299688339233,4868.920045852661,3532.810050010681,3300.919952392578,3081.539917945862,6601.560050964356,2731.6700315475464,2934.209966659546,3119.4099731445312,6771.51012802124,2988.369909286499,1927.9700331687927,1850.109990358353,6086.4001178741455,2615.670072555542,2616.66997051239,2492.559946537018,7682.739873886108,2512.969977378845,3360.659957885742,2289.350006103516,8788.890064239502,3163.85997581482,3426.940008163452,1942.349950313568,6000.560007095337,2958.520046234131,2545.500026702881,2521.12993144989
111,Israel,657859.587890625,779071.671875,716989.62890625,736184.78125,759348.59375,730411.734375,732959.23828125,765144.671875,773646.28515625,801488.31640625,767837.45703125,771743.5703125,756298.69140625,767469.66796875,757736.7421875,727944.015625,766470.625,780586.34765625,779854.28515625,787156.8359375,751359.21875,823080.62109375,776781.41015625,846816.265625,589875.16796875,812849.16015625,811466.07421875,806271.4375,746654.20703125,849051.390625,850117.91796875,847262.33984375,721580.7265625,818836.44921875,837775.58203125,866189.734375,781841.8359375,911981.0234375,933547.28125,907309.9765625,770130.2265625,909773.15625,1002605.6484375,918590.9765625,1026682.2734375,1051312.9921875,1025818.0703125,984003.7109375,1037294.5859375,1015799.0078125
112,Italy,5984270.956054688,6655494.635742188,6134780.8046875,6111435.7265625,5767676.201171875,6275793.46484375,5753689.568359375,5391920.63671875,6049078.9853515625,6196448.60546875,5576422.7021484375,6155208.578125,6133026.1572265625,6337884.859375,5572636.572265625,5512385.229492188,6135445.6572265625,5947349.2314453125,5693532.8720703125,5785414.94921875,6286445.09375,6189204.837890625,5886245.37890625,6335587.015625,5525571.091796875,5972537.294921875,5698399.244140625,5256919.487304688,6058903.63671875,5781314.368164063,5748739.443359375,5574173.876953125,5806347.24609375,5976407.174804688,6155263.63671875,5375695.471679688,6058125.4541015625,6093847.34375,6285446.5380859375,5790443.3330078125,5782679.3759765625,6127668.974609375,6283939.876953125,5680848.64453125,5681960.59375,6281345.783203125,6074111.635742188,5794001.1884765625,6548708.927734375,6415464.291015625
113,Jamaica,81938.59191894531,81876.67016601562,75671.10852050781,70555.77941894531,75235.16101074219,86844.669921875,76444.57971191406,69235.20849609375,69327.34741210938,84918.7216796875,73077.5908203125,73549.5302734375,68307.39916992188,85860.369140625,74049.57800292969,75459.83154296875,71825.63037109375,72020.96069335938,73359.83984375,73687.07897949219,71373.90905761719,85598.11767578125,76696.71923828125,73443.86010742188,65857.67041015625,82349.65112304688,76004.42956542969,72166.75915527344,67344.1689453125,75735.93872070312,76903.94787597656,90259.45068359376,66334.02856445312,87194.0615234375,80362.53967285156,74604.90014648438,72955.50988769531,82362.0625,79409.6689453125,79721.279296875,79264.73999023438,92429.08227539062,77801.11022949219,85627.4111328125,88168.40063476562,98386.32202148438,86292.72924804688,82861.1728515625,85460.84838867188,94535.20825195312
114,Japan,4233537.792034864,3568992.465592146,2896734.5299277306,3858968.5370218754,4895311.491558909,3404376.399221897,3267270.711864352,3458020.6899006367,4460375.297603965,3398397.670840025,3142363.396268606,3365804.0075182915,4176730.02743721,3379446.1789764166,3351470.493615985,3408409.307712555,4313972.638104439,3086956.073626578,2941410.032181263,3343952.737736225,4453645.754251182,3241846.207114816,3157745.616464734,3548089.9115953445,4488981.470775127,3253457.5178881884,3090702.2206596136,3132278.745858431,4148887.9139057696,3221907.6160844564,2894815.7183539867,3398100.8252643347,3520777.0047097057,3306090.183078289,2782064.889173508,3191252.702439308,4810834.876059532,3504016.254611016,3210749.8017926216,3263342.003210306,4848480.397061557,3571455.222266436,3288631.181219578,3405552.80837512,5136615.008336544,3295176.2016911507,3633866.5661756992,3756710.872394085,4258663.010038376,3733796.217544556
115,Jarvis Island (U.S.),4.760000228881836,6.239999771118164,3.900000095367432,4.069999694824219,2.0899999141693115,4.389999866485596,2.429999828338623,4.090000152587891,3.3299999237060547,6.239999771118164,2.75,4.470000267028809,2.759999990463257,5.160000324249268,4.859999656677246,5.140000343322754,2.740000009536743,5.139999866485596,1.9900000095367432,3.2400002479553223,1.7300000190734863,4.739999771118164,2.5299999713897705,4.210000038146973,1.670000076293945,6.850000381469727,2.9700002670288086,2.3299999237060547,0.2199999988079071,2.950000047683716,2.549999952316284,1.909999966621399,0.270000010728836,4.659999847412109,2.900000095367432,4.310000419616699,3.490000009536743,6.62000036239624,3.4099998474121094,4.590000152587891,3.700000047683716,5.710000038146973,1.6899999380111694,4.46999979019165,3.669999837875366,7.010000228881836,2.679999828338623,4.71999979019165,3.440000057220459,7.539999961853027
116,Jersey (U.K.),1500.789981842041,2115.369972229004,2238.360000610352,2064.049991607666,1958.069995880127,1633.729995727539,2068.889991760254,1677.1700439453125,1709.869945526123,1883.169944763184,1910.110008239746,2018.3399963378904,1979.7899475097656,1927.0199661254885,1369.1799983978271,1619.5199737548828,1758.749942779541,1903.6200256347656,1740.9499740600586,1859.7400398254397,1775.7000198364258,1865.09001159668,1393.740026473999,1703.2600212097168,1243.1399688720703,1681.130012512207,1806.720012664795,1718.3500289916992,1262.1400413513184,1873.910011291504,1873.070011138916,1361.8699989318848,1125.7499923706057,1488.0199966430664,1824.9399681091309,1579.280010223389,1806.409984588623,1872.2399978637693,1951.9400024414065,1613.230068206787,1627.0600090026855,1763.3099937438965,2152.630027770996,1654.8699760437012,1980.1000518798828,1612.3299751281738,1841.4599685668943,1856.0699653625488,968.6699752807616,1892.4900360107424
117,Johnston Atoll (U.S.),1.619999885559082,3.319999933242798,2.0199999809265137,2.200000047683716,0.7300000190734863,2.789999961853028,2.130000114440918,1.959999918937683,0.7200000286102295,3.7100000381469727,1.6099998950958252,2.6000001430511475,0.6899999976158142,3.0299999713897705,2.130000114440918,1.880000114440918,0.5499999523162842,2.4099998474121094,1.75,2.119999885559082,0.699999988079071,2.4200000762939453,1.149999976158142,1.5399999618530271,0.3599999845027923,2.9200000762939453,2.039999961853028,1.25,0.0499999970197677,1.7599999904632568,1.170000076293945,1.4700000286102295,-1.0,2.669999837875366,1.5,1.9299999475479128,1.059999942779541,2.6499998569488525,2.490000009536743,2.84000015258789,1.340000033378601,2.25,2.25,2.390000104904175,1.170000076293945,3.220000028610229,2.2300000190734863,3.0,1.600000023841858,3.299999952316284
